,x1,x2
109,0.644489204,-0.7646134095
110,0.5812910746,-0.8136956966
111,0.5143708952,-0.8575678295
112,0.4441571607,-0.8959488918
113,0.3710994548,-0.9285931266
114,0.2956655714,-0.9552915104
115,0.2183385194,-0.9758730916
116,0.1396134296,-0.9902060848
117,0.0599943846,-0.9981987146
118,-0.020008809,-0.9997998037
119,-0.0998838846,-0.9949991003
120,-0.1791193962,-0.9838273435
121,-0.2572079931,-0.966356067
122,-0.333649668,-0.9426971407
123,-0.4079549592,-0.9130020543
124,-0.4796480845,-0.8774609479
125,-0.5482699874,-0.8363013936
126,-0.6133812767,-0.7897869393
127,-0.67456504,-0.7382154203
128,-0.7314295131,-0.6819170531
129,-0.7836105886,-0.6212523202
130,-0.8307741472,-0.5566096625
131,-0.872618197,-0.4884029916
132,-0.9088748076,-0.41706904
133,-0.9393118251,-0.3430645643
134,-0.963734359,-0.2668634206
135,-0.9819860301,-0.1889535306
136,-0.9939499715,-0.1098337571
137,-0.9995495772,-0.0300107098
138,-0.9987489926,0.0500044983
139,-0.9915533438,0.1296995238
140,-0.9780087051,0.2085640737
141,-0.9582018038,0.2860931722
142,-0.932259465,0.3617903949
143,-0.9003477995,0.4351710467
144,-0.86267114,0.5057652659
145,-0.8194707329,0.5731210325
146,-0.7710231937,0.6368070624
147,-0.7176387356,0.6964155693
148,-0.6596591833,0.7515648754
149,-0.597455784,0.8019018557
150,-0.5314268309,0.8471041986
151,-0.4619951123,0.8868824704
152,-0.3896052045,0.9209819676
153,-0.3147206256,0.9491843487
154,-0.2378208671,0.9713090318
155,-0.1593983239,0.9872143508
156,-0.0799551413,0.9967984628
157,-0.0,1.0
158,0.0799551413,0.9967984628
159,0.1593983239,0.9872143508
160,0.2378208671,0.9713090318
161,0.3147206256,0.9491843487
162,0.3896052045,0.9209819676
163,0.4619951123,0.8868824704
164,0.5314268309,0.8471041986
165,0.597455784,0.8019018557
166,0.6596591833,0.7515648754
167,0.7176387356,0.6964155693
168,0.7710231937,0.6368070624
169,0.8194707329,0.5731210325
170,0.86267114,0.5057652659
171,0.9003477995,0.4351710467
172,0.932259465,0.3617903949
173,0.9582018038,0.2860931722
174,0.9780087051,0.2085640737
175,0.9915533438,0.1296995238
176,0.9987489926,0.0500044983
177,0.9995495772,-0.0300107098
178,0.9939499715,-0.1098337571
179,0.9819860301,-0.1889535306
180,0.963734359,-0.2668634206
181,0.9393118251,-0.3430645643
182,0.9088748076,-0.41706904
183,0.872618197,-0.4884029916
184,0.8307741472,-0.5566096625
185,0.7836105886,-0.6212523202
186,0.7314295131,-0.6819170531
187,0.67456504,-0.7382154203
188,0.6133812767,-0.7897869393
189,0.5482699874,-0.8363013936
190,0.4796480845,-0.8774609479
191,0.4079549592,-0.9130020543
192,0.333649668,-0.9426971407
193,0.2572079931,-0.966356067
194,0.1791193962,-0.9838273435
195,0.0998838846,-0.9949991003
196,0.020008809,-0.9997998037
197,-0.0599943846,-0.9981987146
198,-0.1396134296,-0.9902060848
199,-0.2183385194,-0.9758730916
200,-0.2956655714,-0.9552915104
201,-0.3710994548,-0.9285931266
202,-0.4441571607,-0.8959488918
203,-0.5143708952,-0.8575678295
204,-0.5812910746,-0.8136956966
205,-0.644489204,-0.7646134095
206,-0.703560621,-0.7106352458
207,-0.7581270869,-0.6521068318
208,-0.8078392087,-0.5894029291
209,-0.8523786759,-0.5229250356
210,-0.8914602989,-0.4530988142
211,-0.9248338353,-0.3803713673
212,-0.9522855918,-0.3052083743
213,-0.9736397927,-0.2280911093
214,-0.9887597055,-0.1495133599
215,-0.9975485163,-0.0699782654
216,-0.9999499497,0.0100049052
217,-0.9959486291,0.0899240137
218,-0.9855701752,0.1692673319
219,-0.9688810422,0.2475268189
220,-0.9459880917,0.3242013732
221,-0.917037909,0.3988000419
222,-0.8822158643,0.4708451643
223,-0.8417449257,0.5398754301
224,-0.7958842317,0.6054488333
225,-0.7449274317,0.6671455025
226,-0.6892008059,0.7245703894
227,-0.629061176,0.7773557981
228,-0.5648936206,0.8251637398
229,-0.4971090092,0.8676880966
230,-0.4261413719,0.9046565819
231,-0.3524451196,0.9358324838
232,-0.2764921349,0.9610161806
233,-0.1987687506,0.9800464192
234,-0.1197726351,0.9928013476
235,-0.0400096065,0.9991992951
236,0.0400096065,0.9991992951
237,0.1197726351,0.9928013476
238,0.1987687506,0.9800464192
239,0.2764921349,0.9610161806
240,0.3524451196,0.9358324838
241,0.4261413719,0.9046565819
242,0.4971090092,0.8676880966
243,0.5648936206,0.8251637398
244,0.629061176,0.7773557981
245,0.6892008059,0.7245703894
246,0.7449274317,0.6671455025
247,0.7958842317,0.6054488333
248,0.8417449257,0.5398754301
249,0.8822158643,0.4708451643
250,0.917037909,0.3988000419
251,0.9459880917,0.3242013732
252,0.9688810422,0.2475268189
253,0.9855701752,0.1692673319
254,0.9959486291,0.0899240137
255,0.9999499497,0.0100049052
256,0.9975485163,-0.0699782654
257,0.9887597055,-0.1495133599
258,0.9736397927,-0.2280911093
259,0.9522855918,-0.3052083743
260,0.9248338353,-0.3803713673
261,0.8914602989,-0.4530988142
262,0.8523786759,-0.5229250356
263,0.8078392087,-0.5894029291
264,0.7581270869,-0.6521068318
265,0.703560621,-0.7106352458
266,0.644489204,-0.7646134095
267,0.5812910746,-0.8136956966
268,0.5143708952,-0.8575678295
269,0.4441571607,-0.8959488918
270,0.3710994548,-0.9285931266
271,0.2956655714,-0.9552915104
272,0.2183385194,-0.9758730916
273,0.1396134296,-0.9902060848
274,0.0599943846,-0.9981987146
275,-0.020008809,-0.9997998037
276,-0.0998838846,-0.9949991003
277,-0.1791193962,-0.9838273435
278,-0.2572079931,-0.966356067
279,-0.333649668,-0.9426971407
280,-0.4079549592,-0.9130020543
281,-0.4796480845,-0.8774609479
282,-0.5482699874,-0.8363013936
283,-0.6133812767,-0.7897869393
284,-0.67456504,-0.7382154203
285,-0.7314295131,-0.6819170531
286,-0.7836105886,-0.6212523202
287,-0.8307741472,-0.5566096625
288,-0.872618197,-0.4884029916
289,-0.9088748076,-0.41706904
290,-0.9393118251,-0.3430645643
291,-0.963734359,-0.2668634206
292,-0.9819860301,-0.1889535306
293,-0.9939499715,-0.1098337571
294,-0.9995495772,-0.0300107098
295,-0.9987489926,0.0500044983
296,-0.9915533438,0.1296995238
297,-0.9780087051,0.2085640737
298,-0.9582018038,0.2860931722
299,-0.932259465,0.3617903949
300,-0.9003477995,0.4351710467
301,-0.86267114,0.5057652659
302,-0.8194707329,0.5731210325
303,-0.7710231937,0.6368070624
304,-0.7176387356,0.6964155693
305,-0.6596591833,0.7515648754
306,-0.597455784,0.8019018557
307,-0.5314268309,0.8471041986
308,-0.4619951123,0.8868824704
309,-0.3896052045,0.9209819676
