e1,e2,e3,e4,e5
-1.950120394,1.58245718,-3.190037291,-0.130989114,-1.029498085
-1.62903779,2.249380223,-2.649991308,0.163567222,-0.991588721
-1.655420356,2.591028206,-2.464833845,0.121908311,-0.624847423
-2.027315192,3.281952854,-1.961409202,0.416669901,-0.599692157
-2.074419164,3.654194748,-1.808551703,0.376811478,-0.913846761
-1.799162968,3.712361066,-2.003231304,0.674962069,-0.896415371
-1.872127317,4.128171884,-1.874120665,0.64010804,-1.220091099
-1.621241342,4.23278733,-1.422491482,0.274149733,-1.884764021
-1.71734808,4.697812222,-1.317861201,0.247594598,-2.22182041
-1.48844699,4.855149471,-1.557476937,-0.112616119,-2.235580253
-1.60559562,4.707981947,-1.470117751,-0.135878836,-1.928254183
-2.067394955,4.257384976,-1.727832527,0.175536982,-1.970122816
-2.204077499,4.170521191,-1.659556996,0.15070683,-1.688983585
-2.018661129,3.776156314,-1.937397245,0.462372484,-1.755432041
-1.512040918,3.742433109,-1.89047598,1.11037745,-1.497313003
-1.353294942,3.397957854,-1.520606402,1.425918209,-1.58547559
-0.868831812,3.411634881,-1.49783818,2.083780366,-2.018343525
-0.057617408,3.112021376,-1.819918205,2.41535446,-2.125964895
0.412781789,2.499202289,-1.81618636,2.424932947,-2.581469783
0.547427976,1.5711577,-2.159131866,2.784794483,-2.715250351
0.349298729,0.993852929,-2.178333662,3.494990296,-3.200311389
-0.180749044,0.761694532,-2.546272538,3.887781668,-4.037441358
-0.373212075,0.871138015,-2.592833724,3.967920278,-4.559910703
-0.902203529,0.650031611,-2.320444286,3.738058799,-4.773366067
-1.098165926,0.769766535,-1.729407526,3.198733402,-5.349721335
-0.964478099,0.558237764,-1.488064393,2.348375491,-5.622054637
-1.173038139,0.016210242,-0.9224147,1.852927229,-5.594350536
-1.723018525,-0.186926736,-0.030882647,1.707345802,-5.935582945
-1.945082916,-0.725351362,0.519505309,1.908642149,-5.978462019
-1.842799766,-0.929566441,0.734308728,1.785488929,-5.725368506
-1.417618142,-0.80299866,0.617015651,1.339199353,-5.843194818
-1.339245883,-1.017635327,0.839714129,1.239369308,-5.663587737
-1.605089866,-0.901985924,0.730937763,0.812703719,-5.187361762
-1.54409681,-0.457427854,0.292111022,0.729152843,-5.080278056
-1.828469175,-0.353899608,0.193252025,0.986081241,-5.339678395
-1.787330412,0.082120025,0.431621185,1.582968377,-5.297188216
-1.422532677,0.180525382,1.006597315,1.850736659,-5.622045246
-0.733802601,-0.05594062,1.248914817,1.793246103,-5.646498604
-0.389304107,0.044120334,1.832913067,2.082620727,-5.372804386
-0.384792394,0.479218025,2.089483147,2.048103299,-4.801122248
-0.718118299,0.57920415,2.022420721,1.691587595,-4.596936304
-1.38925258,0.34683762,2.303673183,1.012841815,-4.088949096
-1.729551387,0.453495533,2.932830936,0.679973133,-3.944052182
-1.743334816,0.226959022,3.241420163,0.688822657,-3.490512893
-1.432814993,0.338661536,3.233611763,0.366599945,-2.727335303
-1.468501877,0.116409249,3.581016955,-0.286639988,-2.320795827
-1.177959077,-0.439089623,3.614025125,-0.602188057,-2.266401481
-1.231942224,-1.329243818,4.004248347,-0.584159132,-2.561720932
-0.958049184,-1.886782342,4.082617083,-0.905298779,-2.536242832
-1.027228114,-2.787985035,3.851772057,-0.89475318,-2.191916134
-1.437788224,-3.365874961,3.312238339,-1.225261872,-2.198593071
-1.519497884,-3.626392037,3.131480585,-1.896757193,-2.554205162
-1.275009875,-4.242852894,3.306352851,-2.240668957,-2.58857318
-1.375361362,-4.547524155,3.166153186,-2.261362509,-2.304042867
-1.819051838,-4.544588454,3.381549392,-1.961093733,-1.700836738
-1.936134941,-4.236124731,3.282103758,-2.010175472,-0.777066193
-1.729497173,-4.290467424,3.538698811,-1.736463966,-0.19921434
-1.199901273,-4.037166016,3.48122405,-1.810583257,0.038385466
-1.016420407,-3.476582509,3.780715892,-2.230871051,-0.06065917
-1.175815251,-2.6069799,3.767467886,-2.327376074,0.175928251
-1.006293478,-2.093919995,3.443498354,-2.773051467,0.74752269
-1.179498751,-1.932279726,2.808709964,-2.89832418,0.984837826
-1.023722306,-2.118980172,2.530297152,-3.376024409,0.891511775
-1.210695747,-1.982697835,2.604521245,-3.537089874,1.139732749
-1.068799314,-2.194908397,2.359689059,-3.384716038,1.728921196
-1.269845505,-2.084464879,2.466273307,-3.589297706,1.989978176
-1.142311359,-2.322974231,2.25267707,-4.149936709,1.926725288
-0.687493438,-2.239494805,2.389668253,-4.398541934,1.540867732
-0.575191308,-1.835593703,2.205775015,-4.338913529,1.502331164
-0.131864859,-1.110714584,2.372009012,-4.641259963,1.138265219
-0.027535948,-0.732586987,2.217050376,-4.636650439,1.118931088
-0.259428007,-0.696781748,2.412113108,-4.995412956,1.442093164
-0.156103907,-1.000957606,2.956261046,-5.049241676,2.107629252
-0.389802791,-0.974167256,3.180558269,-4.800604435,2.446981438
-0.289098029,-1.289023929,3.088616665,-4.917662351,2.464493829
0.144528137,-1.274690884,2.681931834,-4.730918149,2.162400966
0.240946209,-0.933198288,2.629543643,-4.241171814,2.210882289
2.89E-03,-0.935039877,2.259101076,-4.115285451,1.937887952
0.101735534,-0.607430814,1.570250031,-4.350463379,2.01393976
0.535991678,-0.621058216,1.230716419,-4.277173314,2.437386729
0.63550001,-0.973886898,0.565840085,-3.897014377,2.538377693
1.073763581,-0.99526539,0.24401814,-3.878115243,2.989784255
1.180668101,-0.687454538,-0.409605778,-3.549278774,3.1221768
0.959025154,-0.721253409,-0.726305774,-3.579387955,2.938555275
1.080138709,-1.094752325,-0.710209473,-3.297220461,2.439799707
0.871967136,-1.137440794,-1.034055102,-3.37225265,2.294443677
0.335288303,-1.522356425,-1.027020221,-3.133320467,2.499517118
0.139451279,-1.579130878,-0.691182594,-2.580921447,3.054142993
0.281113057,-1.980764464,-0.697150792,-2.383074559,3.289492956
0.759043511,-2.057111252,-0.372118444,-1.866503724,3.209254241
1.574131713,-1.810793072,-0.386844946,-1.700007617,3.484512999
2.058642068,-1.242306716,-0.739301437,-1.210099599,3.445215079
2.217830725,-1.020429195,-0.758816675,-1.06612839,3.762565091
2.054862839,-0.471089033,-1.118354898,-1.265095962,3.766933424
2.240985707,0.407148217,-1.147322797,-1.135466229,3.460458354
2.104926845,0.947044042,-0.848030418,-0.678521984,2.843161224
1.647907255,1.154126092,-0.891287767,-0.564051216,2.582341486
1.53928665,1.031845536,-1.275243916,-0.11849882,2.674364411
1.105831319,1.25215873,-2.000164549,-0.011874435,2.447674702
0.346829962,1.143653812,-2.397821578,0.429391341,2.572820203
-0.069889851,0.707750979,-2.472933809,0.535192279,2.37836429
-0.149039557,0.614372688,-2.228116777,0.979081791,1.865131069
-0.564019946,0.190099626,-1.663862256,1.090972989,1.701944616
-1.315328802,0.105068633,-0.77854765,0.87370782,1.885709789
-1.734818317,0.356624987,0.431526629,0.99864548,1.744990603
-1.827313165,0.944233525,1.301359251,0.793750638,1.951348547
-1.595538487,1.198707164,2.509286637,0.930487663,1.833502171
-1.71048406,1.123799626,3.390091824,0.736879761,1.392798195
-2.170736571,1.39176118,3.951659305,0.88448159,1.298846382
-2.306553389,2.002127588,4.199859842,0.701374677,0.878405603
-2.120948547,2.285987262,4.138486323,0.859192121,0.801445913
-1.614812747,2.247318146,4.437938465,0.686073772,1.06537344
-1.4571707,1.887984455,4.429076722,0.853723007,0.999004492
-0.974478457,1.877914622,4.113941185,0.690338532,0.604034236
-0.836237883,1.54457407,3.492462059,0.867687755,0.550695474
-0.368811379,1.558259421,3.231275411,0.714030484,0.836536757
-0.242006356,1.246439407,2.657425756,0.901193622,0.790479777
-0.452910431,1.279695065,1.769148235,0.757501756,1.085050255
-0.329954886,1.656114047,1.232560997,0.954838141,1.04925366
0.125520814,1.705309232,1.042330303,1.492310103,0.68498249
0.243532396,1.429723265,1.19517649,1.700464173,0.662654121
0.697725008,1.500112847,1.019272652,1.58277265,0.309285586
0.818066805,1.914792948,0.51560271,1.811029354,0.295460777
1.278172466,2.003673773,-0.316970643,1.714026687,0.618971966
1.408085439,1.769458368,-1.48167283,1.963646943,0.608962057
1.210768211,1.212725807,-2.31298145,1.888860427,0.938225414
0.687060094,1.002350645,-3.488877063,1.491296993,0.935961633
0.506288092,1.134929952,-4.344214609,1.440824137,1.274956301
0.665213254,0.938502356,-4.886813375,1.735019914,1.95519309
0.491957929,1.084549303,-5.122473257,1.703034992,2.308166167
0.658263697,1.57185598,-5.054917137,1.346782357,2.338302029
0.492297731,1.730679116,-5.353478366,1.336489368,2.718075274
0.665849582,1.564172977,-5.349971917,1.66997741,2.777520545
1.177883305,1.743799055,-5.046462643,1.67660931,2.51915071
1.358750662,2.268539117,-5.110347964,2.029003742,2.613231871
1.211740552,2.469058103,-4.872116942,2.056745836,3.058220189
0.738020776,3.018973282,-4.999928991,2.432436336,3.184688826
0.607244425,3.249412125,-4.824428134,2.485952789,2.995598453
0.816482788,3.164028784,-4.346489062,2.219767938,2.49179068
0.694183982,2.764361545,-4.232946132,2.304287473,2.341721392
0.912387768,2.719438537,-4.481076659,2.067707223,1.872340761
0.799609339,3.026892032,-4.421535339,1.510580111,1.752788758
1.027928956,3.016533624,-4.056013497,1.301622,1.980232563
0.925940571,2.69040938,-4.052586022,0.766936595,2.553942627
1.165766015,2.718157663,-4.409149645,0.575746154,2.804969795
1.746772642,3.097840195,-4.456814974,0.054038983,2.737093723
1.999815569,3.159699725,-4.198010995,-0.128668171,2.351977775
1.928664848,2.906265129,-3.633054459,0.024355396,1.649163689
1.534973812,3.007555553,-2.760166102,-0.158821855,1.296225297
1.488615184,2.792277596,-2.244737188,-0.006455548,1.288917634
1.787192954,2.930823074,-1.411755385,0.480297088,1.625080122
1.759899519,2.752043726,-0.927993577,0.631619129,1.634079003
2.07908397,2.926631899,-0.788404841,0.45059521,1.988565821
2.074158763,2.783628228,-0.319331674,-0.061810197,2.018123891
1.747212122,2.324190858,-0.190583009,-0.235996856,1.725068329
1.768482932,1.547359293,-0.399233228,-0.745963219,1.109588456
1.465565323,1.120230745,-0.27369806,-0.922030715,0.840192936
1.509007994,0.367608625,-0.486062622,-0.767447419,0.242478946
1.226433036,-0.042642882,-1.035539494,-0.954021613,-0.014591614
0.61811942,-0.115194089,-1.923456402,-0.810082367,0.06525406
0.35283578,-0.523404173,-2.482561814,-1.007499006,-0.190382265
-0.243916007,-1.267729961,-3.388961427,-0.874675039,-0.110217235
-0.503061468,-1.679978088,-3.975944897,-0.412877251,-0.366641326
-0.428359316,-2.435515898,-4.249552029,0.378750691,-0.288371547
-0.021456376,-2.866406706,-4.213747751,0.832399156,-0.54779734
0.047365955,-2.977606668,-3.870390299,0.953054288,-1.144427437
0.451442794,-2.771973791,-3.887928091,0.743612247,-1.409137502
0.520428558,-2.919986338,-3.595348827,0.875519635,-1.345753453
0.927640968,-2.750539377,-3.661774124,1.347476368,-1.626533672
1.673509472,-2.93439569,-3.416232238,1.489608229,-1.580518581
2.089880151,-2.800649913,-3.528374553,1.975524855,-1.880000178
2.181576508,-2.350522091,-3.327347785,2.135571982,-1.854206822
1.951321867,-2.25297525,-2.813901121,1.972918925,-2.175456445
2.06993728,-2.505320645,-1.986672578,2.158859086,-2.173210594
1.865694987,-3.106967249,-1.512073468,2.022081559,-1.8495751
1.33936936,-4.059418346,-0.714838474,2.234038764,-1.874756513
1.159988422,-4.696573396,-0.262378088,2.123599301,-1.576416732
0.65377226,-5.024851071,-0.149785048,2.362349204,-1.625084498
0.490179732,-5.048606469,-0.374233508,2.279366461,-1.348453405
0.666077006,-5.437925117,-0.264238354,2.546347457,-1.417307689
0.509691234,-5.525126142,0.17877716,2.492617133,-1.829953247
0.022144067,-5.312905335,0.284740581,2.789957252,-1.916263146
-0.126814842,-5.469071634,0.727220113,2.767988376,-2.34931144
-0.611023921,-5.324952508,1.50688039,3.098548828,-3.129615516
-0.76064359,-4.881624992,1.955760636,3.111618181,-3.589639642
-1.249486632,-4.805538819,2.749398308,2.809398532,-3.734566865
-1.407769223,-5.094199262,3.220180409,2.861616822,-3.567486564
-1.238636236,-5.079084481,3.373341212,2.596624692,-3.758519912
-0.743110601,-4.762181632,3.212021962,2.684585576,-3.637395898
-0.590693436,-4.143376312,3.406693879,2.453927953,-3.874526833
-0.107607363,-3.888594888,3.956402445,1.905230683,-4.469199814
0.036384981,-3.325534583,4.192856337,1.036957399,-4.753753179
-0.155690907,-2.452452846,4.11976819,0.51584897,-4.732237229
-0.682927083,-1.935025249,3.738742672,-0.334049825,-4.406600703
-0.875756237,-1.768089876,3.718064701,-0.845327477,-4.444846348
-0.737531457,-1.948531094,4.055527699,-1.023327756,-4.176605182
-0.269487248,-1.804918469,4.081838015,-1.542009334,-4.27059883
-0.141451323,-2.008765038,4.468136866,-2.402470589,-4.725282816
-0.350501509,-1.888797675,5.214563417,-2.937384111,-4.872536572
-0.225055373,-2.116655133,6.323310586,-3.152384379,-4.715473384
-0.437203584,-2.021245074,7.130955696,-3.051020529,-4.923102597
-0.315384759,-1.604059361,7.64524162,-3.304342214,-4.82634571
0.139054127,-1.534767199,7.871896325,-3.242053877,-5.094571081
0.926888473,-1.140355684,7.814601283,-3.535350951,-5.059164661
1.380209516,-1.090873952,7.47498208,-3.514309486,-5.389717642
1.504035189,-0.713273613,7.516261182,-3.850214774,-5.418230267
1.301290202,-0.677873117,7.936646518,-3.873600488,-5.146988941
1.443290689,-0.982333495,8.072144665,-3.58673297,-5.243530249
1.258210278,-0.955706963,8.589206207,-3.658787197,-5.706327219
0.74696683,-0.599945194,8.825327554,-3.418815544,-5.868338452
0.57895202,-0.585547529,8.784260188,-3.536511229,-5.732782676
0.751007367,-0.910304454,8.467716778,-4.010466807,-5.967539266
0.591345239,-0.903385045,7.87538399,-4.172042616,-5.904908566
0.101064668,-1.237550877,7.667348381,-4.024444789,-5.546527259
-0.050118201,-1.242072569,7.177005685,-3.568765944,-5.558648284
-0.536052723,-1.589702837,7.066757468,-2.803991584,-5.939282347
-0.686913405,-1.609867156,7.334008683,-2.396314454,-6.021312065
-0.505783352,-1.304818955,7.31320478,-2.341240077,-5.807394382
0.006375127,-1.345162428,7.670749815,-2.636334559,-5.298094923
0.179970042,-1.729028771,7.741975028,-2.611123263,-5.158736866
0.018215246,-1.786093934,7.529440032,-2.26755621,-4.718991785
0.192984033,-1.518852218,7.033645991,-1.60546019,-3.977879975
0.03247784,-0.927672558,6.917208341,-1.29273443,-3.600528245
0.208577062,-0.010808987,6.512491885,-1.325373129,-2.913772147
0.049491331,0.564879003,5.818651814,-1.701460313,-2.584308154
0.227109046,0.805108869,4.832798958,-1.750618572,-2.608105387
0.06964922,1.384273799,4.216858475,-1.475290765,-2.313203432
0.2490093,1.633160876,3.297297301,-1.546214702,-1.699754153
0.76419849,2.226057688,2.738581423,-1.291184083,-1.435953358
0.945571175,2.494011559,2.535386924,-0.71065653,-0.84765273
0.796409662,2.44090385,2.014510295,-0.473558253,0.066868266
0.317876497,2.068500805,1.84462364,-0.576303721,0.640708616
0.179717378,1.376445228,1.352291545,-0.346660488,0.879580769
0.378947993,1.032555662,1.206777353,-0.45602361,1.457860869
0.243924465,1.032625885,0.734511767,-0.902956985,2.377029201
-0.224089515,1.374538858,0.605159136,-1.01738816,2.970102424
-0.355179015,1.387637133,0.145082676,-1.472858791,3.243091425
-0.152295503,1.7446873,0.024190419,-1.599414939,3.869679106
-0.287035445,2.445765877,-0.431175061,-1.400000203,4.851462023
-0.087347781,2.822620498,-1.221777942,-1.545915135,5.523039946
-0.224856231,3.549933618,-1.679716513,-1.365387152,5.89111756
-0.027526321,3.960091174,-1.810055625,-1.529861522,5.960345796
0.503771861,4.057963516,-2.286216287,-1.367669075,5.733291952
0.69950662,3.846322847,-2.438588843,-1.550380798,5.877058896
0.563044723,3.994680532,-2.940465166,-1.40644011,5.723446661
0.095635195,3.832757238,-3.792751112,-1.607529631,5.940194604
-0.032852856,4.030466028,-4.328648608,-1.482217324,6.52644212
-0.496126852,3.917800777,-5.222978637,-1.031807863,6.816704669
-0.624218139,4.164976785,-5.81021525,-0.926004711,6.815108539
-1.090815361,4.771334086,-6.096509886,-1.162039293,6.523705775
-1.22598139,5.06953118,-6.085950841,-1.739255379,6.607827239
-1.032709341,5.063718262,-5.780539359,-1.988484072,6.400082766
-1.182473619,4.755948231,-5.846641503,-1.913470239,5.901056339
-1.003425972,4.813951905,-6.282567654,-1.515841812,5.775257488
-1.167146567,4.567849944,-6.421879181,-1.465453479,5.353244005
-1.672528913,4.686101863,-6.933801859,-1.089373444,5.301003303
-1.849958658,4.498963217,-7.153108988,-1.057798867,4.948757214
-2.373165235,4.007238262,-7.083426971,-0.697777462,4.963625682
-3.243220985,3.878042673,-7.391116748,-0.679751845,5.34362411
-3.793145556,3.43965253,-7.410865386,-0.330767759,5.420922642
-4.028723903,2.691180124,-7.144868365,-0.321433958,5.198149619
-4.6227557,2.299048718,-7.257620701,0.021196146,5.343176306
-4.907708204,1.588915338,-7.747698727,0.026414901,5.854748083
-4.887637266,0.558177466,-7.951044557,-0.303622506,6.066214155
-4.564499309,-0.127331281,-7.871173179,-0.298103393,5.981140307
-4.606131447,-0.473952003,-7.509541983,0.040884345,5.601002714
-4.342351248,-0.485986956,-7.529107914,0.042607017,5.591789642
-4.441733916,-0.836389321,-7.263767871,-0.290802161,5.95139526
-4.902766562,-0.854480944,-6.713649067,-0.288552734,6.012627906
-5.726001579,-1.213199118,-6.541451887,-0.623523327,5.777997675
-6.246062428,-1.912653604,-6.744233374,-1.295699052,5.914478941
-6.468661708,-2.284445987,-6.655268025,-1.636435845,5.753890949
-6.39744546,-2.333122824,-6.941451244,-1.650052788,5.963871454
-6.03397737,-2.061124841,-6.936680784,-2.009227143,5.876612373
-5.377740905,-1.468768682,-6.642982649,-2.043576591,5.493577072
-5.092684241,-1.224539686,-6.72546999,-1.755447196,4.814140589
-4.507781418,-1.3248392,-6.516928093,-1.815350943,4.502862828
-4.288789332,-1.097562628,-6.017931548,-1.551119952,3.887867473
-4.43239662,-1.213930695,-5.892803763,-0.96314173,3.635410448
-4.937343114,-1.672543107,-5.472274992,-0.720186779,3.072948425
-5.135952636,-2.47411287,-4.755453469,-0.14797222,2.198762545
-5.031694494,-2.950984298,-4.406665163,0.755062792,1.678739582
-5.29362926,-3.10841717,-4.421889655,1.321778101,0.837466143
-5.921158013,-2.949577706,-4.130628191,1.55789582,0.341982262
-6.248225463,-3.14516188,-4.201467925,2.137639395,0.187127026
-6.279205921,-3.024463687,-4.632731618,2.391952311,0.369812669
-6.016393475,-2.58878577,-4.756098922,2.994868904,0.218291085
-6.126166568,-2.507022002,-4.574517916,3.277798818,0.404484817
-5.940528429,-2.776583315,-4.756962941,3.244744544,0.256668717
-5.460240626,-2.726931255,-4.634060944,3.567118588,0.446785139
-5.350639995,-3.029728909,-4.875191808,3.575170954,0.303134921
-4.941771211,-3.014764391,-4.811379058,3.94035705,0.497682001
-4.900291899,-2.684052821,-4.444276027,3.993429754,0.358757127
-4.555979075,-2.707203107,-3.773432349,4.405819927,-0.112402929
-3.908535625,-2.412313318,-2.796313597,4.508908826,-0.24591856
-2.955579308,-2.469453187,-2.177458331,4.974013119,-0.715532645
-1.692684694,-2.206759202,-1.911146694,5.133305083,-1.522083644
-0.783202264,-2.294670567,-1.323454699,4.989982101,-1.997779319
-0.219589848,-2.731606519,-0.412628616,5.212835806,-2.147816377
3.73E-03,-2.847925495,0.15458431,5.133180859,-2.645611236
-0.109718438,-2.646517944,0.383816504,4.7525532,-3.49206292
0.112244474,-2.12815333,0.278635433,4.07038891,-4.020178055
-1.87E-03,-1.96144442,0.511257535,3.752185338,-4.235611186
0.22010486,-1.473034028,1.081022898,3.794047141,-4.141934288
0.106682019,-1.332151665,1.318636108,3.52499553,-4.40929009
0.330035114,-0.865299484,1.227747314,2.945306276,-5.03712919
0.889450552,-0.742131963,1.480466234,2.722477118,-5.358461416
1.115562738,-0.289078072,2.076231726,2.853100644,-6.045414949
1.011942578,-0.176061266,2.346064325,2.665937239,-6.432343457
1.250678073,0.270516499,2.293853506,2.831677969,-6.524044297
1.160467496,0.380595936,1.921373195,2.679257388,-6.323238443
1.413446177,0.827767968,1.228273025,2.879613944,-5.830563664
1.338434158,0.941958539,0.882447207,2.761896274,-5.710693844
0.937066949,0.726022108,0.879669561,2.327433277,-5.29412018
0.879424795,0.851366378,0.547115655,2.245320529,-5.246959004
0.492356694,0.645932484,0.555454889,2.512961065,-4.899384765
0.446179439,0.781217294,0.23187401,2.459666806,-4.918619858
0.738484695,1.255943295,0.247168725,2.757242567,-4.634731156
0.698226333,1.40024054,0.599313348,2.735291833,-4.715791414
0.327269741,1.217164043,1.288403343,2.395785541,-5.160185293
0.296078215,0.707646018,1.645899819,1.738570972,-5.300178558
0.602335493,0.541103861,1.676229061,1.431499114,-5.138835402
0.575075621,0.714387148,1.381710877,0.800178913,-4.677118883
0.886985281,1.226457262,1.43299023,0.51314779,-4.581588442
1.537892971,1.407670932,1.828265337,-0.104188199,-4.181413208
1.859045157,1.261320255,1.89730681,-0.382915986,-4.144250576
1.854645235,1.459124348,1.642687923,-0.32691177,-3.799072452
1.526785909,1.329588743,1.064856374,-0.608705125,-3.814387444
0.875433777,1.544524017,0.832608331,-0.55717711,-4.188195586
0.568953424,1.432560355,0.942401434,-0.174121812,-4.251497353
0.603340171,0.995090687,1.392797448,-0.129952273,-4.006829731
0.976688023,0.901923065,1.513797557,-0.422269642,-3.454616621
1.689209835,0.479702115,1.308308542,-0.380017825,-3.262081272
2.072549187,0.398510909,1.447624764,-0.675810079,-2.756632119
2.131317201,0.65572308,1.93048488,-0.638618098,-2.606500079
