s_t,s,s_d
219.0,5771.0,-2.312200000001212
220.0,5770.0,-2.311800000000403
221.0,5769.0,-2.311399999999594
222.0,5768.0,-2.310999999998785
223.0,5767.0,-2.310600000001614
224.0,5766.0,-2.3101999999998952
225.0,5765.0,-2.3097999999999956
226.0,5764.0,-2.309400000000096
227.0,5763.0,-2.3089999999983775
228.0,5762.0,-2.3086000000012064
229.0,5761.0,-2.3082000000003973
230.0,5760.0,-2.307799999999588
231.0,5759.0,-2.307399999998779
232.0,5758.0,-2.307000000001608
233.0,5757.0,-2.3065999999998894
234.0,5756.0,-2.30619999999999
235.0,5755.0,-2.30580000000009
236.0,5754.0,-2.3053999999983716
237.0,5753.0,-2.3050000000012005
238.0,5752.0,-2.3046000000003914
239.0,5751.0,-2.3041999999995824
240.0,5750.0,-2.3037999999987733
241.0,5749.0,-2.303400000001602
242.0,5748.0,-2.3029999999998836
243.0,5747.0,-2.302599999999984
244.0,5746.0,-2.3022000000000844
245.0,5745.0,-2.301800000000185
246.0,5744.0,-2.3013999999984662
247.0,5743.0,-2.301000000001295
248.0,5742.0,-2.300599999998667
249.0,5741.0,-2.300200000001496
250.0,5740.0,-2.2997999999997774
251.0,5739.0,-2.2993999999998778
252.0,5738.0,-2.298999999999978
253.0,5737.0,-2.2986000000000786
254.0,5736.0,-2.298200000000179
255.0,5735.0,-2.2977999999984604
256.0,5734.0,-2.2974000000012893
257.0,5733.0,-2.29700000000048
258.0,5732.0,-2.296599999999671
259.0,5731.0,-2.2961999999997715
260.0,5730.0,-2.2957999999989624
261.0,5729.0,-2.2953999999999724
262.0,5728.0,-2.2950000000000728
263.0,5727.0,-2.2946000000010827
264.0,5726.0,-2.2942000000002736
265.0,5725.0,-2.293799999998555
266.0,5724.0,-2.293400000001384
267.0,5723.0,-2.292999999998756
268.0,5722.0,-2.2925999999997657
269.0,5721.0,-2.292200000001685
270.0,5720.0,-2.2917999999999665
271.0,5719.0,-2.291400000000067
272.0,5718.0,-2.2909999999983484
273.0,5717.0,-2.2906000000011772
274.0,5716.0,-2.290200000000368
275.0,5715.0,-2.289799999999559
276.0,5714.0,-2.289400000000569
277.0,5713.0,-2.28899999999976
278.0,5712.0,-2.2885999999998603
279.0,5711.0,-2.2881999999999607
280.0,5710.0,-2.287800000000061
281.0,5709.0,-2.2874000000001615
282.0,5708.0,-2.286999999998443
283.0,5707.0,-2.286600000001272
284.0,5706.0,-2.2862000000004628
285.0,5705.0,-2.2857999999996537
286.0,5704.0,-2.2853999999988446
287.0,5703.0,-2.2849999999998545
288.0,5702.0,-2.284599999999955
289.0,5701.0,-2.2842000000000553
290.0,5700.0,-2.2838000000001557
291.0,5699.0,-2.2834000000011656
292.0,5698.0,-2.2829999999985375
293.0,5697.0,-2.2826000000013664
294.0,5696.0,-2.2821999999987383
295.0,5695.0,-2.2818000000015672
296.0,5694.0,-2.2813999999998487
297.0,5693.0,-2.280999999999949
298.0,5692.0,-2.2806000000000495
299.0,5691.0,-2.28020000000015
300.0,5690.0,-2.2797999999984313
301.0,5689.0,-2.27940000000126
302.0,5688.0,-2.279000000000451
303.0,5687.0,-2.278599999999642
304.0,5686.0,-2.278199999998833
305.0,5685.0,-2.277799999999843
306.0,5684.0,-2.2773999999999432
307.0,5683.0,-2.2770000000000437
308.0,5682.0,-2.276600000000144
309.0,5681.0,-2.276200000001154
310.0,5680.0,-2.275800000000345
311.0,5679.0,-2.275399999999536
312.0,5678.0,-2.2749999999987267
313.0,5677.0,-2.2746000000015556
314.0,5676.0,-2.274199999999837
315.0,5675.0,-2.2737999999999374
316.0,5674.0,-2.273400000000038
317.0,5673.0,-2.2730000000001382
318.0,5672.0,-2.2726000000002387
319.0,5671.0,-2.27219999999852
320.0,5670.0,-2.271800000001349
321.0,5669.0,-2.2713999999996304
322.0,5668.0,-2.2709999999988213
323.0,5667.0,-2.27060000000165
324.0,5666.0,-2.2701999999999316
325.0,5665.0,-2.269800000000032
326.0,5664.0,-2.2693999999983134
327.0,5663.0,-2.269000000000233
328.0,5662.0,-2.2686000000012427
329.0,5661.0,-2.2681999999986147
330.0,5660.0,-2.2678000000014435
331.0,5659.0,-2.267399999999725
332.0,5658.0,-2.266999999998916
333.0,5657.0,-2.266599999999926
334.0,5656.0,-2.266200000000026
335.0,5655.0,-2.2658000000001266
336.0,5654.0,-2.2654000000011365
337.0,5653.0,-2.2650000000003274
338.0,5652.0,-2.2645999999995183
339.0,5651.0,-2.2642000000005282
340.0,5650.0,-2.263799999999719
341.0,5649.0,-2.2633999999998196
342.0,5648.0,-2.26299999999992
343.0,5647.0,-2.2626000000000204
344.0,5646.0,-2.262200000000121
345.0,5645.0,-2.261800000000221
346.0,5644.0,-2.2613999999985026
347.0,5643.0,-2.2610000000013315
348.0,5642.0,-2.2605999999987034
349.0,5641.0,-2.2602000000015323
350.0,5640.0,-2.2597999999998137
351.0,5639.0,-2.259399999999914
352.0,5638.0,-2.2590000000000146
353.0,5637.0,-2.258600000000115
354.0,5636.0,-2.2582000000002154
355.0,5635.0,-2.257799999998497
356.0,5634.0,-2.2574000000013257
357.0,5633.0,-2.2569999999986976
358.0,5632.0,-2.2566000000015265
359.0,5631.0,-2.256199999999808
360.0,5630.0,-2.2557999999999083
361.0,5629.0,-2.2554000000000087
362.0,5628.0,-2.255000000000109
363.0,5627.0,-2.2545999999983906
364.0,5626.0,-2.2542000000012195
365.0,5625.0,-2.2538000000004104
366.0,5624.0,-2.2533999999996013
367.0,5623.0,-2.252999999998792
368.0,5622.0,-2.252600000001621
369.0,5621.0,-2.2521999999999025
370.0,5620.0,-2.251800000000003
371.0,5619.0,-2.2514000000001033
372.0,5618.0,-2.2509999999983847
373.0,5617.0,-2.2506000000012136
374.0,5616.0,-2.2502000000004045
375.0,5615.0,-2.2497999999995955
376.0,5614.0,-2.2493999999987864
377.0,5613.0,-2.2490000000016153
378.0,5612.0,-2.2485999999998967
379.0,5611.0,-2.248199999999997
380.0,5610.0,-2.2478000000000975
381.0,5609.0,-2.247399999998379
382.0,5608.0,-2.247000000001208
383.0,5607.0,-2.2466000000003987
384.0,5606.0,-2.2461999999995896
385.0,5605.0,-2.2457999999987805
386.0,5604.0,-2.2454000000016094
387.0,5603.0,-2.244999999999891
388.0,5602.0,-2.2445999999999913
389.0,5601.0,-2.2442000000000917
390.0,5600.0,-2.243800000000192
391.0,5599.0,-2.2433999999984735
392.0,5598.0,-2.2430000000013024
393.0,5597.0,-2.2425999999986743
394.0,5596.0,-2.242200000001503
395.0,5595.0,-2.2417999999997846
396.0,5594.0,-2.241399999999885
397.0,5593.0,-2.2409999999999854
398.0,5592.0,-2.240600000000086
399.0,5591.0,-2.2402000000001863
400.0,5590.0,-2.2397999999984677
401.0,5589.0,-2.2394000000012966
402.0,5588.0,-2.2389999999986685
403.0,5587.0,-2.2386000000014974
404.0,5586.0,-2.238199999999779
405.0,5585.0,-2.237799999999879
406.0,5584.0,-2.2373999999999796
407.0,5583.0,-2.23700000000008
408.0,5582.0,-2.2366000000001804
409.0,5581.0,-2.236200000000281
410.0,5580.0,-2.2357999999994718
411.0,5579.0,-2.2354000000004817
412.0,5578.0,-2.2349999999996726
413.0,5577.0,-2.2345999999988635
414.0,5576.0,-2.2341999999998734
415.0,5575.0,-2.233799999999974
416.0,5574.0,-2.233400000000074
417.0,5573.0,-2.233000000001084
418.0,5572.0,-2.232600000000275
419.0,5571.0,-2.2321999999985565
420.0,5570.0,-2.2318000000013853
421.0,5569.0,-2.2313999999987573
422.0,5568.0,-2.230999999999767
423.0,5567.0,-2.2306000000016866
424.0,5566.0,-2.230199999999968
425.0,5565.0,-2.2298000000000684
426.0,5564.0,-2.22939999999835
427.0,5563.0,-2.2290000000011787
428.0,5562.0,-2.2286000000003696
429.0,5561.0,-2.228199999998651
430.0,5560.0,-2.22780000000148
431.0,5559.0,-2.2273999999997613
432.0,5558.0,-2.2269999999998618
433.0,5557.0,-2.226599999999962
434.0,5556.0,-2.2262000000000626
435.0,5555.0,-2.225800000000163
436.0,5554.0,-2.2253999999984444
437.0,5553.0,-2.2250000000012733
438.0,5552.0,-2.224600000000464
439.0,5551.0,-2.224199999999655
440.0,5550.0,-2.223799999998846
441.0,5549.0,-2.223399999999856
442.0,5548.0,-2.2229999999999563
443.0,5547.0,-2.2226000000000568
444.0,5546.0,-2.222200000000157
445.0,5545.0,-2.221800000001167
446.0,5544.0,-2.221400000000358
447.0,5543.0,-2.220999999999549
448.0,5542.0,-2.22059999999874
449.0,5541.0,-2.2202000000015687
450.0,5540.0,-2.21979999999985
451.0,5539.0,-2.2193999999999505
452.0,5538.0,-2.219000000000051
453.0,5537.0,-2.2186000000001513
454.0,5536.0,-2.2181999999984328
455.0,5535.0,-2.2178000000012617
456.0,5534.0,-2.2174000000004526
457.0,5533.0,-2.2169999999996435
458.0,5532.0,-2.2165999999988344
459.0,5531.0,-2.2161999999998443
460.0,5530.0,-2.2157999999999447
461.0,5529.0,-2.215400000000045
462.0,5528.0,-2.2150000000001455
463.0,5527.0,-2.2146000000011554
464.0,5526.0,-2.2142000000003463
465.0,5525.0,-2.2137999999995372
466.0,5524.0,-2.213399999998728
467.0,5523.0,-2.213000000001557
468.0,5522.0,-2.2125999999998385
469.0,5521.0,-2.212199999999939
470.0,5520.0,-2.2118000000000393
471.0,5519.0,-2.2114000000001397
472.0,5518.0,-2.21100000000024
473.0,5517.0,-2.210599999999431
474.0,5516.0,-2.210200000000441
475.0,5515.0,-2.209799999999632
476.0,5514.0,-2.2093999999988228
477.0,5513.0,-2.2090000000016516
478.0,5512.0,-2.208599999999933
479.0,5511.0,-2.2082000000000335
480.0,5510.0,-2.207799999998315
481.0,5509.0,-2.2074000000002343
482.0,5508.0,-2.207000000001244
483.0,5507.0,-2.206599999998616
484.0,5506.0,-2.206200000001445
485.0,5505.0,-2.2057999999997264
486.0,5504.0,-2.2053999999989173
487.0,5503.0,-2.2049999999999272
488.0,5502.0,-2.2046000000000276
489.0,5501.0,-2.2042000000010376
490.0,5500.0,-2.2038000000002285
491.0,5499.0,-2.203400000000329
492.0,5498.0,-2.20299999999952
493.0,5497.0,-2.2025999999987107
494.0,5496.0,-2.2022000000015396
495.0,5495.0,-2.201799999999821
496.0,5494.0,-2.2013999999999214
497.0,5493.0,-2.201000000000022
498.0,5492.0,-2.2006000000001222
499.0,5491.0,-2.2002000000002226
500.0,5490.0,-2.199799999998504
501.0,5489.0,-2.199400000001333
502.0,5488.0,-2.198999999998705
503.0,5487.0,-2.1986000000015338
504.0,5486.0,-2.198199999999815
505.0,5485.0,-2.1977999999999156
506.0,5484.0,-2.197400000000016
507.0,5483.0,-2.1970000000001164
508.0,5482.0,-2.196600000000217
509.0,5481.0,-2.1961999999994077
510.0,5480.0,-2.1958000000004176
511.0,5479.0,-2.1953999999996086
512.0,5478.0,-2.1949999999987995
513.0,5477.0,-2.1946000000016284
514.0,5476.0,-2.19419999999991
515.0,5475.0,-2.19380000000001
516.0,5474.0,-2.1934000000001106
517.0,5473.0,-2.192999999998392
518.0,5472.0,-2.192600000001221
519.0,5471.0,-2.192200000000412
520.0,5470.0,-2.1917999999996027
521.0,5469.0,-2.1913999999987936
522.0,5468.0,-2.1910000000016225
523.0,5467.0,-2.190599999999904
524.0,5466.0,-2.1902000000000044
525.0,5465.0,-2.1898000000001048
526.0,5464.0,-2.189399999998386
527.0,5463.0,-2.189000000001215
528.0,5462.0,-2.188600000000406
529.0,5461.0,-2.188199999999597
530.0,5460.0,-2.187799999998788
531.0,5459.0,-2.1874000000016167
532.0,5458.0,-2.186999999999898
533.0,5457.0,-2.1865999999999985
534.0,5456.0,-2.186200000000099
535.0,5455.0,-2.1857999999983804
536.0,5454.0,-2.1854000000012093
537.0,5453.0,-2.1850000000004
538.0,5452.0,-2.184599999999591
539.0,5451.0,-2.184199999998782
540.0,5450.0,-2.183800000001611
541.0,5449.0,-2.1833999999998923
542.0,5448.0,-2.1829999999999927
543.0,5447.0,-2.182600000000093
544.0,5446.0,-2.1821999999983746
545.0,5445.0,-2.1818000000012034
546.0,5444.0,-2.1814000000003944
547.0,5443.0,-2.1809999999995853
548.0,5442.0,-2.180599999998776
549.0,5441.0,-2.180200000001605
550.0,5440.0,-2.1797999999998865
551.0,5439.0,-2.179399999999987
552.0,5438.0,-2.1790000000000873
553.0,5437.0,-2.1786000000001877
554.0,5436.0,-2.178199999998469
555.0,5435.0,-2.177800000001298
556.0,5434.0,-2.17739999999867
557.0,5433.0,-2.177000000001499
558.0,5432.0,-2.1765999999997803
559.0,5431.0,-2.1761999999998807
560.0,5430.0,-2.175799999999981
561.0,5429.0,-2.1754000000000815
562.0,5428.0,-2.175000000000182
563.0,5427.0,-2.1745999999984633
564.0,5426.0,-2.174200000001292
565.0,5425.0,-2.173799999998664
566.0,5424.0,-2.173400000001493
567.0,5423.0,-2.1729999999997744
568.0,5422.0,-2.172599999999875
569.0,5421.0,-2.1721999999990658
570.0,5420.0,-2.171800000000985
571.0,5419.0,-2.171400000000176
572.0,5418.0,-2.1710000000002765
573.0,5417.0,-2.170599999998558
574.0,5416.0,-2.170200000001387
575.0,5415.0,-2.169799999999668
576.0,5414.0,-2.169399999998859
577.0,5413.0,-2.168999999999869
578.0,5412.0,-2.1685999999999694
579.0,5411.0,-2.16820000000007
580.0,5410.0,-2.1678000000001703
581.0,5409.0,-2.16740000000118
582.0,5408.0,-2.167000000000371
583.0,5407.0,-2.166599999999562
584.0,5406.0,-2.166199999998753
585.0,5405.0,-2.165800000001582
586.0,5404.0,-2.165399999999863
587.0,5403.0,-2.1649999999999636
588.0,5402.0,-2.164600000000064
589.0,5401.0,-2.1642000000001644
590.0,5400.0,-2.163799999998446
591.0,5399.0,-2.1634000000012747
592.0,5398.0,-2.1629999999986467
593.0,5397.0,-2.1626000000014756
594.0,5396.0,-2.162199999999757
595.0,5395.0,-2.1617999999998574
596.0,5394.0,-2.1613999999990483
597.0,5393.0,-2.1610000000009677
598.0,5392.0,-2.1606000000001586
599.0,5391.0,-2.160200000000259
600.0,5390.0,-2.1597999999985404
601.0,5389.0,-2.1594000000013693
602.0,5388.0,-2.1589999999996508
603.0,5387.0,-2.1585999999988417
604.0,5386.0,-2.1582000000016706
605.0,5385.0,-2.157799999999952
606.0,5384.0,-2.1574000000000524
607.0,5383.0,-2.156999999998334
608.0,5382.0,-2.1566000000011627
609.0,5381.0,-2.1562000000003536
610.0,5380.0,-2.155799999998635
611.0,5379.0,-2.155400000001464
612.0,5378.0,-2.1549999999997453
613.0,5377.0,-2.1545999999998457
614.0,5376.0,-2.154199999999946
615.0,5375.0,-2.1538000000000466
616.0,5374.0,-2.153400000000147
617.0,5373.0,-2.1530000000002474
618.0,5372.0,-2.152599999998529
619.0,5371.0,-2.1522000000013577
620.0,5370.0,-2.1517999999987296
621.0,5369.0,-2.1513999999997395
622.0,5368.0,-2.151000000001659
623.0,5367.0,-2.1505999999999403
624.0,5366.0,-2.1502000000000407
625.0,5365.0,-2.149800000000141
626.0,5364.0,-2.1493999999984226
627.0,5363.0,-2.1490000000012515
628.0,5362.0,-2.1485999999986234
629.0,5361.0,-2.1482000000014523
630.0,5360.0,-2.1477999999997337
631.0,5359.0,-2.1473999999989246
632.0,5358.0,-2.1469999999999345
633.0,5357.0,-2.146600000000035
634.0,5356.0,-2.146200000001045
635.0,5355.0,-2.1458000000002357
636.0,5354.0,-2.145400000000336
637.0,5353.0,-2.144999999999527
638.0,5352.0,-2.144599999998718
639.0,5351.0,-2.144200000001547
640.0,5350.0,-2.1437999999998283
641.0,5349.0,-2.1433999999999287
642.0,5348.0,-2.143000000000029
643.0,5347.0,-2.1426000000001295
644.0,5346.0,-2.14220000000023
645.0,5345.0,-2.1417999999985113
646.0,5344.0,-2.1414000000013402
647.0,5343.0,-2.1409999999996217
648.0,5342.0,-2.1406000000006316
649.0,5341.0,-2.1401999999998225
650.0,5340.0,-2.139799999999923
651.0,5339.0,-2.1394000000000233
652.0,5338.0,-2.1390000000001237
653.0,5337.0,-2.138599999998405
654.0,5336.0,-2.138200000001234
655.0,5335.0,-2.137800000000425
656.0,5334.0,-2.137399999999616
657.0,5333.0,-2.1369999999988067
658.0,5332.0,-2.1365999999998166
659.0,5331.0,-2.136200000001736
660.0,5330.0,-2.1358000000000175
661.0,5329.0,-2.135399999998299
662.0,5328.0,-2.1350000000011278
663.0,5327.0,-2.1346000000003187
664.0,5326.0,-2.1341999999986
665.0,5325.0,-2.133800000001429
666.0,5324.0,-2.1333999999997104
667.0,5323.0,-2.1329999999989013
668.0,5322.0,-2.1325999999999112
669.0,5321.0,-2.1322000000000116
670.0,5320.0,-2.131800000000112
671.0,5319.0,-2.131400000001122
672.0,5318.0,-2.131000000000313
673.0,5317.0,-2.1305999999985943
674.0,5316.0,-2.130200000001423
675.0,5315.0,-2.1297999999997046
676.0,5314.0,-2.1293999999988955
677.0,5313.0,-2.1289999999999054
678.0,5312.0,-2.128600000000006
679.0,5311.0,-2.1282000000001062
680.0,5310.0,-2.127800000001116
681.0,5309.0,-2.127400000000307
682.0,5308.0,-2.1269999999985885
683.0,5307.0,-2.1266000000014174
684.0,5306.0,-2.1261999999996988
685.0,5305.0,-2.1257999999988897
686.0,5304.0,-2.1253999999998996
687.0,5303.0,-2.125
688.0,5302.0,-2.1246000000001004
689.0,5301.0,-2.1242000000011103
690.0,5300.0,-2.1238000000003012
691.0,5299.0,-2.1233999999985826
692.0,5298.0,-2.1230000000014115
693.0,5297.0,-2.122599999999693
694.0,5296.0,-2.122199999998884
695.0,5295.0,-2.1217999999998938
696.0,5294.0,-2.121399999999994
697.0,5293.0,-2.1210000000000946
698.0,5292.0,-2.1206000000011045
699.0,5291.0,-2.1202000000002954
700.0,5290.0,-2.119799999998577
701.0,5289.0,-2.1194000000014057
702.0,5288.0,-2.118999999999687
703.0,5287.0,-2.118599999998878
704.0,5286.0,-2.118199999999888
705.0,5285.0,-2.1177999999999884
706.0,5284.0,-2.1174000000000888
707.0,5283.0,-2.1170000000010987
708.0,5282.0,-2.1166000000002896
709.0,5281.0,-2.116199999998571
710.0,5280.0,-2.1158000000014
711.0,5279.0,-2.1153999999996813
712.0,5278.0,-2.1149999999988722
713.0,5277.0,-2.114600000001701
714.0,5276.0,-2.1141999999999825
715.0,5275.0,-2.113799999998264
716.0,5274.0,-2.1134000000001834
717.0,5273.0,-2.1130000000011933
718.0,5272.0,-2.112600000000384
719.0,5271.0,-2.112199999999575
720.0,5270.0,-2.111799999998766
721.0,5269.0,-2.111400000001595
722.0,5268.0,-2.1109999999998763
723.0,5267.0,-2.1105999999999767
724.0,5266.0,-2.110200000000077
725.0,5265.0,-2.1098000000001775
726.0,5264.0,-2.1093999999993684
727.0,5263.0,-2.1090000000003783
728.0,5262.0,-2.1085999999986598
729.0,5261.0,-2.1082000000014887
730.0,5260.0,-2.10779999999977
731.0,5259.0,-2.1073999999998705
732.0,5258.0,-2.106999999999971
733.0,5257.0,-2.1066000000000713
734.0,5256.0,-2.1062000000001717
735.0,5255.0,-2.105799999998453
736.0,5254.0,-2.105400000001282
737.0,5253.0,-2.105000000000473
738.0,5252.0,-2.104599999999664
739.0,5251.0,-2.1041999999997643
740.0,5250.0,-2.103799999998955
741.0,5249.0,-2.103399999999965
742.0,5248.0,-2.1030000000000655
743.0,5247.0,-2.1026000000010754
744.0,5246.0,-2.1022000000002663
745.0,5245.0,-2.1017999999985477
746.0,5244.0,-2.1014000000013766
747.0,5243.0,-2.1009999999987485
748.0,5242.0,-2.1006000000015774
749.0,5241.0,-2.100199999999859
750.0,5240.0,-2.0997999999999593
751.0,5239.0,-2.0994000000000597
752.0,5238.0,-2.09900000000016
