,x1,x2
70,-0.629061176,-0.8799799372
71,-0.5648936206,-0.8086275272
72,-0.4971090092,-0.7023638214
73,-0.4261413719,-0.7414816488
74,-0.3524451196,-0.6014957156
75,-0.2764921349,-0.5534446694
76,-0.1987687506,-0.4765895319
77,-0.1197726351,-0.4908443268
78,-0.0400096065,-0.3535161056
79,0.0400096065,-0.2772235458
80,0.1197726351,-0.1391029443
81,0.1987687506,-0.1923772905
82,0.2764921349,-0.1066265366
83,0.3524451196,0.0446880293
84,0.4261413719,0.1603201012
85,0.4971090092,0.1583625734
86,0.5648936206,0.2582548862
87,0.629061176,0.2998624158
88,0.6892008059,0.495035051
89,0.7449274317,0.5627571787
90,0.7958842317,0.5281043474
91,0.8417449257,0.5898607873
92,0.8822158643,0.6296339443
93,0.917037909,0.7299627061
94,0.9459880917,0.7989161172
95,0.9688810422,0.8458165872
96,0.9855701752,0.8839904983
97,0.9959486291,0.9122872108
98,0.9999499497,0.9535955108
99,0.9975485163,0.9570837259
100,0.9887597055,0.9884037654
101,0.9736397927,0.9995569973
102,0.9522855918,0.9993434901
103,0.9248338353,0.9991105027
104,0.8914602989,0.987450676
105,0.8523786759,0.9704199642
106,0.8078392087,0.9354874345
107,0.7581270869,0.9294514811
108,0.703560621,0.8854128145
109,0.644489204,0.826482172
110,0.5812910746,0.7685264757
111,0.5143708952,0.7724385574
112,0.4441571607,0.6878565925
113,0.3710994548,0.6211442075
114,0.2956655714,0.5547504067
115,0.2183385194,0.5659783928
116,0.1396134296,0.4339350043
117,0.0599943846,0.3234253252
118,-0.020008809,0.2480429796
119,-0.0998838846,0.1416770368
120,-0.1791193962,0.1420134664
121,-0.2572079931,0.0311095339
122,-0.333649668,-0.0561694329
123,-0.4079549592,-0.1125860073
124,-0.4796480845,-0.243782527
125,-0.5482699874,-0.3300971523
126,-0.6133812767,-0.3434823333
127,-0.67456504,-0.4009780566
128,-0.7314295131,-0.525345546
129,-0.7836105886,-0.5832366806
130,-0.8307741472,-0.6605219505
131,-0.872618197,-0.6974188876
132,-0.9088748076,-0.6973834536
133,-0.9393118251,-0.7315833057
134,-0.963734359,-0.8715102357
135,-0.9819860301,-0.8753839156
136,-0.9939499715,-0.9006726392
137,-0.9995495772,-0.9477476212
138,-0.9987489926,-0.9660790159
139,-0.9915533438,-0.9750277859
140,-0.9780087051,-0.9909994828
141,-0.9582018038,-0.999856305
142,-0.932259465,-0.999963115
143,-0.9003477995,-0.9787637346
144,-0.86267114,-0.9822573632
145,-0.8194707329,-0.9666774246
146,-0.7710231937,-0.9270237505
147,-0.7176387356,-0.9159860064
148,-0.6596591833,-0.8824159263
149,-0.597455784,-0.8329145571
150,-0.5314268309,-0.7505929958
151,-0.4619951123,-0.7600876645
152,-0.3896052045,-0.6495828094
153,-0.3147206256,-0.5525321158
154,-0.2378208671,-0.5934152646
155,-0.1593983239,-0.4871309335
156,-0.0799551413,-0.322128485
157,-0.0,-0.3535679741
158,0.0799551413,-0.2238318275
159,0.1593983239,-0.2018221926
160,0.2378208671,-0.1188745124
161,0.3147206256,0.0220076609
162,0.3896052045,0.0123829497
163,0.4619951123,0.2122221625
164,0.5314268309,0.301342546
165,0.597455784,0.2671990014
166,0.6596591833,0.417562572
167,0.7176387356,0.5310938515
168,0.7710231937,0.4855338976
169,0.8194707329,0.578784658
170,0.86267114,0.6311152476
171,0.9003477995,0.6675056357
172,0.932259465,0.7587197421
173,0.9582018038,0.8441644941
174,0.9780087051,0.84337629
175,0.9915533438,0.8807041867
176,0.9987489926,0.9570927212
177,0.9995495772,0.9324535616
178,0.9939499715,0.9811373213
179,0.9819860301,0.9831309862
180,0.963734359,0.9999637112
181,0.9393118251,0.99981013
182,0.9088748076,0.9845357038
183,0.872618197,0.9651860832
184,0.8307741472,0.9572125655
185,0.7836105886,0.917411166
186,0.7314295131,0.8988305312
187,0.67456504,0.9049319756
188,0.6133812767,0.8109382874
189,0.5482699874,0.7816792618
190,0.4796480845,0.7139507088
191,0.4079549592,0.7234471075
192,0.333649668,0.6032901652
193,0.2572079931,0.6001290553
194,0.1791193962,0.5387942697
195,0.0998838846,0.3987588572
196,0.020008809,0.3265511987
197,-0.0599943846,0.1831108028
198,-0.1396134296,0.1060257307
199,-0.2183385194,0.1197034161
200,-0.2956655714,-0.0452129228
201,-0.3710994548,-0.1355139178
202,-0.4441571607,-0.0924180347
203,-0.5143708952,-0.1739407834
204,-0.5812910746,-0.3479063788
205,-0.644489204,-0.3700309624
206,-0.703560621,-0.4152489057
207,-0.7581270869,-0.5084884397
208,-0.8078392087,-0.6014132011
209,-0.8523786759,-0.6315686157
210,-0.8914602989,-0.6940257714
211,-0.9248338353,-0.7449932109
212,-0.9522855918,-0.8234751757
213,-0.9736397927,-0.8154458403
214,-0.9887597055,-0.8923516518
215,-0.9975485163,-0.9247568738
216,-0.9999499497,-0.9572702463
217,-0.9959486291,-0.9764728884
218,-0.9855701752,-0.9895376955
219,-0.9688810422,-0.9956671203
220,-0.9459880917,-0.9995909454
221,-0.917037909,-0.9915796197
222,-0.8822158643,-0.9949051535
223,-0.8417449257,-0.9789044244
224,-0.7958842317,-0.9236717751
225,-0.7449274317,-0.9268255167
226,-0.6892008059,-0.898093638
227,-0.629061176,-0.8503821565
228,-0.5648936206,-0.7885948605
229,-0.4971090092,-0.6921016541
230,-0.4261413719,-0.6902882388
231,-0.3524451196,-0.6107158558
232,-0.2764921349,-0.5764990386
233,-0.1987687506,-0.4830981105
234,-0.1197726351,-0.377535845
235,-0.0400096065,-0.3512996197
236,0.0400096065,-0.3478807944
237,0.1197726351,-0.1342246524
238,0.1987687506,-0.1964915877
239,0.2764921349,0.0048118254
240,0.3524451196,-0.0120859654
241,0.4261413719,0.1055363425
242,0.4971090092,0.2446699579
243,0.5648936206,0.3464845547
244,0.629061176,0.3826486369
245,0.6892008059,0.463998043
246,0.7449274317,0.5420350827
247,0.7958842317,0.5434114216
248,0.8417449257,0.6426724509
249,0.8822158643,0.6633132253
250,0.917037909,0.7888645435
251,0.9459880917,0.8260654314
252,0.9688810422,0.8158278016
253,0.9855701752,0.9046309567
254,0.9959486291,0.9109457221
255,0.9999499497,0.9308737328
256,0.9975485163,0.9744532531
257,0.9887597055,0.9699225141
258,0.9736397927,0.998951644
259,0.9522855918,0.9963133237
260,0.9248338353,0.9908881948
261,0.8914602989,0.9834420895
262,0.8523786759,0.9533669146
263,0.8078392087,0.9562730711
264,0.7581270869,0.9300007462
265,0.703560621,0.8938513522
266,0.644489204,0.8818587088
267,0.5812910746,0.8454471104
268,0.5143708952,0.7339962438
269,0.4441571607,0.6667524794
270,0.3710994548,0.6518455196
271,0.2956655714,0.5316570703
272,0.2183385194,0.5488551565
273,0.1396134296,0.4041647693
274,0.0599943846,0.3545116378
275,-0.020008809,0.3118597499
276,-0.0998838846,0.1592308871
277,-0.1791193962,0.1953828585
278,-0.2572079931,0.0749723082
279,-0.333649668,-0.0226186796
280,-0.4079549592,-0.1441133592
281,-0.4796480845,-0.1276622516
282,-0.5482699874,-0.3233178442
283,-0.6133812767,-0.2739062537
284,-0.67456504,-0.413159274
285,-0.7314295131,-0.4221455752
286,-0.7836105886,-0.570261423
287,-0.8307741472,-0.6727742551
288,-0.872618197,-0.6831551954
289,-0.9088748076,-0.7516134078
290,-0.9393118251,-0.800665174
291,-0.963734359,-0.8312259306
292,-0.9819860301,-0.884172687
293,-0.9939499715,-0.9331988808
294,-0.9995495772,-0.9099462644
295,-0.9987489926,-0.9674858294
296,-0.9915533438,-0.9796688421
297,-0.9780087051,-0.9827114503
298,-0.9582018038,-0.9999999873
299,-0.932259465,-0.999601333
300,-0.9003477995,-0.9957056068
301,-0.86267114,-0.9882284051
302,-0.8194707329,-0.9452709651
303,-0.7710231937,-0.9522295889
304,-0.7176387356,-0.8939407772
305,-0.6596591833,-0.8849644688
306,-0.597455784,-0.8417200604
307,-0.5314268309,-0.7523056656
308,-0.4619951123,-0.7189322536
309,-0.3896052045,-0.6374993704
